,Topik 1,Topik 2,Topik 3,Total Proporsi Kata
kemanfaatan,0.33919589866107713,0.5341916685697524,0.12661243276917025,0.9999999999999998
kemarahan,0.13361677535197528,0.07310214048658648,0.7932810841614383,1.0
kemarin,0.7898834665350618,0.07656427262747599,0.13355226083746236,1.0000000000000002
kemasan,0.06076483300570134,0.125154710497232,0.8140804564970667,1.0
kematangan,0.8752008544344108,0.04456429041458186,0.08023485515100728,0.9999999999999999
kematian,0.9669729915820999,0.011780318276589185,0.02124669014131088,1.0
kembang,0.18718775198529447,0.6241690148666399,0.1886432331480657,1.0
kembangkan,0.39843128967689095,0.32195828382901825,0.27961042649409096,1.0
kembar,0.792197234679512,0.07347609364369677,0.13432667167679133,1.0
kemdikbud,0.12313842642571726,0.7527656824731861,0.12409589110109687,1.0000000000000002
kemendikbud,0.18718775229479404,0.6241690142438531,0.18864323346135276,0.9999999999999998
kemenpera,0.1321800823749508,0.0794641114742845,0.7883558061507647,1.0
kementerian,0.18718775231563667,0.624169014200708,0.18864323348365528,1.0
kemerdekaan,0.12799015002825204,0.7479132784825623,0.1240965714891858,1.0
kemiringan,0.47609996696199625,0.044098156630617655,0.4798018764073861,1.0
kemiripan,0.25018752158402696,0.13384517505610352,0.6159673033598696,1.0
kemiripannya,0.3181731845852595,0.12193160703106379,0.5598952083836767,1.0
kemiripanya,0.13153748858309486,0.07310095966327955,0.7953615517536256,1.0
kemiskinan,0.20277893606489034,0.778559391936394,0.01866167199871573,1.0000000000000002
kemudahaan,0.7875440314186969,0.078689863247434,0.13376610533386923,1.0
kemudahan,0.5176018903813832,0.32152600437413414,0.1608721052444829,1.0000000000000002
kemudahankegunaansikap,0.793281652085545,0.07347670905378448,0.13324163886067067,1.0000000000000002
kemunculan,0.7831885163699895,0.16715701001361044,0.04965447361639999,1.0
kemunculannya,0.08372765649946816,0.04396411380883196,0.8723082296916999,1.0
kemunduran,0.1315763636211829,0.07348591458996617,0.7949377217888509,1.0
kemungkinankemungkinan,0.13210796707467057,0.07874999243001876,0.7891420404953108,1.0
kenaikan,0.08844068846572838,0.6270158557568507,0.2845434557774211,1.0000000000000002
kenal,0.07600905833965886,0.4490185710609755,0.47497237059936565,1.0
kenc,0.09228600889945279,0.19698855865802395,0.7107254324425234,1.0
kendala,0.304646207620927,0.369934895687444,0.32541889669162904,1.0
kendalakendala,0.4087244863636224,0.4838352867004145,0.10744022693596303,0.9999999999999999
kendali,0.1871877525402017,0.6241690137447968,0.18864323371500152,1.0
kendaraan,0.008050046002268024,0.3444357920914739,0.647514161906258,0.9999999999999999
kendaran,0.18718775379272456,0.6241690112238711,0.18864323498340418,0.9999999999999999
kendraan,0.13290581471912294,0.08665057590243187,0.7804436093784451,1.0
kenikmatan,0.19553413105872725,0.6165855548842379,0.1878803140570348,0.9999999999999999
kenyamanan,0.09816593707517558,0.3507764108936399,0.5510576520311845,1.0
kenyataan,0.07396667752705798,0.8521569954142284,0.07387632705871361,1.0
kenyataannya,0.407708790663519,0.5106878022122637,0.08160340712421722,0.9999999999999999
kepadatan,0.0476703273926986,0.42387867150967223,0.5284510010976293,1.0000000000000002
kepala,0.38957959159767996,0.592890910507674,0.017529497894646185,1.0
kepanikan,0.13361677535197528,0.07310214048658648,0.7932810841614383,1.0
keparahan,0.4757376766859139,0.011644108649107615,0.5126182146649785,1.0
keparahannya,0.7932816509360415,0.0734767093301308,0.13324163973382766,1.0
kepariwisataan,0.7883523078648009,0.0779554700339833,0.13369222210121587,1.0
kepastian,0.875504608035993,0.04427825197557639,0.08021713998843077,1.0000000000000002
kepastiannya,0.793281652007151,0.07347670907280968,0.13324163892003946,1.0
kepegawaian,0.03568712651199052,0.4504352493158947,0.5138776241721149,1.0
kepekaan,0.7932816515555028,0.07347670918120837,0.13324163926328877,1.0
kepelabuhan,0.18718775253609923,0.6241690137561487,0.188643233707752,1.0
kepelabuhanan,0.09171615169681475,0.8151284302870607,0.09315541801612459,1.0
kependudukan,0.030539599080371703,0.01817571875203312,0.9512846821675952,1.0
kepentingan,0.030463632641903153,0.7699888126465585,0.19954755471153834,1.0
kepentingannya,0.14805788263312183,0.08016658245645779,0.7717755349104204,1.0
keperawatan,0.13177352898574368,0.07543827794442096,0.7927881930698353,0.9999999999999999
kepercayaan,0.3470771401305265,0.6179158172547916,0.03500704261468198,1.0
keperluan,0.9081812380271567,0.031641178466485294,0.06017758350635798,0.9999999999999999
kepolisian,0.04406539576807214,0.024687905348682065,0.9312466988832457,1.0
kepramukaan,0.7918442169788019,0.0747827505245206,0.13337303249667745,0.9999999999999999
kepribadiaan,0.13172879313129882,0.07499531478165095,0.7932758920870503,1.0
kepribadian,0.09289285138535869,0.8145421482259054,0.09256500038873591,1.0
kepuasaan,0.13384728668623913,0.07824233861134867,0.7879103747024122,1.0
kepuasan,0.03660932597318993,0.5563429927928744,0.4070476812339357,1.0
kepuhkemiri,0.1871877543092782,0.6241690101850057,0.18864323550571624,1.0
kepulauan,0.8750027108358371,0.044458036979908556,0.0805392521842543,1.0
keputusan,0.052310885233168194,0.9324849589499207,0.015204155816911065,0.9999999999999999
keputusanpenilaian,0.13173585140956723,0.07506520015253831,0.7931989484378944,1.0
keputusansalah,0.13173585140956723,0.07506520015253831,0.7931989484378944,1.0
keputusanâ,0.7898834665350618,0.07656427262747599,0.13355226083746236,1.0000000000000002
kera,0.36640778932086354,0.28452732603993636,0.34906488463920016,1.0
kerabat,0.6806103247106402,0.17584900686980184,0.14354066841955795,1.0
keragaman,0.8270313536165148,0.13315656372484896,0.0398120826586363,1.0
kerahasiaan,0.07361485224028902,0.8527256873125371,0.07365946044717386,1.0
kerahasian,0.18718775220680312,0.6241690144127607,0.18864323338043607,0.9999999999999999
kerajaan,0.13181601152312422,0.07585895583086211,0.7923250326460137,1.0
kerajinan,0.6243001611802763,0.03205690246576545,0.34364293635395826,1.0
keramaian,0.05762282197271923,0.03143338575963214,0.9109437922676485,0.9999999999999999
kerancuan,0.8730472089566085,0.046592330815201206,0.08036046022819031,1.0
kerangka,0.048527505659492584,0.08581661721603122,0.8656558771244762,1.0
kerap,0.12492783326073126,0.751080634936899,0.1239915318023696,1.0
kerapan,0.7293496217010917,0.014813824128646399,0.2558365541702618,1.0
kerawanan,0.12313842629755076,0.7527656827259885,0.12409589097646075,1.0
kerberhasilannya,0.7932816520074104,0.07347670907238986,0.13324163892019966,1.0
kere,0.09632883420727047,0.32120404484428516,0.5824671209484443,1.0
kerentanan,0.37736667998006457,0.559249830604923,0.0633834894150125,1.0
kereta,0.13299019259977923,0.07310178453782934,0.7939080228623914,1.0
keripik,0.04561698841370235,0.07007006979443092,0.8843129417918667,1.0
keriteria,0.12313842657822643,0.7527656821663018,0.12409589125547166,1.0
kerja,0.07117282634539862,0.6883160031939916,0.24051117046060977,1.0
kerjadata,0.1315763636211829,0.07348591458996617,0.7949377217888509,1.0
kerjajeni,0.18718775409707422,0.6241690106061119,0.1886432352968139,1.0
kerjanya,0.4071570777513443,0.03617484354268729,0.5566680787059682,0.9999999999999998
kerjapada,0.18718775409707422,0.6241690106061119,0.1886432352968139,1.0
kerjasama,0.07919355556518264,0.04537261254837846,0.8754338318864389,1.0
kerjaâ,0.12313842635962782,0.7527656826053479,0.12409589103502434,1.0
kernel,0.014833113850882084,0.008164415829729767,0.977002470319388,0.9999999999999999
kerreng,0.13177686741611166,0.07547135165332552,0.7927517809305629,1.0
kerta,0.5253841573839892,0.3521180438750311,0.1224977987409797,1.0
kerugian,0.04306440090169805,0.7847148050971927,0.1722207940011092,1.0
kerumitan,0.18718775240855712,0.6241690140125619,0.18864323357888113,1.0
kerupuk,0.07310814854284024,0.8532152494122139,0.0736766020449458,1.0
kerusakan,0.00924353111341815,0.2153685488502945,0.7753879200362873,1.0
kerusakanan,0.13165407216251496,0.07425540046776848,0.7940905273697166,1.0
kesadaran,0.6280537216325238,0.05609371598776758,0.31585256237970866,1.0
kesalahan,0.3530450180697744,0.5936308462269384,0.053324135703287284,1.0
kesamaan,0.31991019901880446,0.6170798014319323,0.06300999954926324,1.0
kesamaannya,0.7932816512473804,0.07347670925574804,0.1332416394968715,0.9999999999999999
kesan,0.0834272049591794,0.04396401127562492,0.8726087837651957,1.0
kesayangan,0.19862441252709348,0.6137777488266015,0.18759783864630503,1.0
kesederhanaannya,0.13198911780918907,0.0775731271924172,0.7904377549983936,0.9999999999999999
keseharian,0.9109792278107539,0.03164186171638384,0.057378910472862324,1.0
kesehatan,0.511699960224038,0.4848619501377334,0.0034380896382284693,0.9999999999999998
kesehatandan,0.18718775283458394,0.624169013154614,0.18864323401080196,1.0
keseimbangan,0.9109792276529745,0.03164186175420424,0.057378910592821325,1.0
keseimbanganya,0.7932816514668478,0.07347670920327816,0.13324163932987396,1.0
keseimbangn,0.1871877521452402,0.6241690145416111,0.1886432333131487,1.0
kesejahteraan,0.613733928284193,0.3617562674774607,0.024509804238346134,0.9999999999999999
kesejahteraannya,0.8755509454010316,0.04423461715347605,0.08021443744549232,1.0
kesejahteraanya,0.7932816520181039,0.07347670907026703,0.13324163891162924,1.0000000000000002
kesekolah,0.18718775270843377,0.624169013409437,0.1886432338821293,1.0
keselamatan,0.13188630735482595,0.07655504660723365,0.7915586460379403,1.0
keselarasan,0.07044317170003232,0.3409063950742667,0.588650433225701,1.0
kesempatan,0.07365377697011288,0.8523778821700673,0.07396834085981986,1.0
kesemua,0.7894797971752715,0.07536365894909616,0.1351565438756323,1.0
kesenangan,0.1871877519146419,0.6241690150068538,0.1886432330785044,1.0
kesenian,0.7922233472522272,0.07443827578080706,0.13333837696696585,1.0000000000000002
kesensitifan,0.13169872948606878,0.07310105121948482,0.7952002192944464,1.0
kesepakatan,0.1315374885070052,0.07310095963913876,0.795361551853856,1.0
keseragaman,0.19183217655224172,0.6199491242765147,0.1882186991712435,1.0
kesesuaian,0.15898446056645874,0.8332935182482859,0.007722021185255253,0.9999999999999999
kesetiaan,0.12522761618989423,0.7466779675822456,0.12809441622786014,0.9999999999999999
kesibukan,0.5499241533317487,0.3925300030870209,0.057545843581230355,1.0
kesigapankecepatan,0.7902025703043841,0.07627433726723397,0.13352309242838195,1.0
kesilaman,0.18718775268065943,0.6241690134693234,0.1886432338500171,1.0
kesimpulan,0.4503455247950592,0.30782689870924007,0.2418275764957008,1.0
kesimpulannya,0.5801458424865193,0.3224113961970493,0.09744276131643141,1.0
kestabilan,0.793194969063204,0.15989202873476102,0.046913002202034995,1.0
kestabilannya,0.18718775198529447,0.6241690148666399,0.1886432331480657,1.0
kesuburan,0.07598888553276222,0.4645326797511113,0.4594784347161264,1.0
kesukaan,0.14863245336764822,0.07311066739850879,0.778256879233843,1.0
kesuksesan,0.18718775240976027,0.6241690140069813,0.18864323358325846,1.0
kesulitan,0.35631771396338585,0.6380427739715557,0.0056395120650583235,0.9999999999999999
kesusahan,0.21804943321583733,0.6633211823249131,0.11862938445924957,1.0
ketahanan,0.07310814862168429,0.8532152492545391,0.07367660212377658,0.9999999999999999
ketahui,0.6128066442168205,0.33887754002998494,0.04831581575319445,0.9999999999999999
ketahun,0.13536514427930244,0.11100363719455188,0.7536312185261457,1.0
ketajaman,0.7931998031966493,0.07351687295240171,0.133283323850949,1.0
ketakutan,0.1318461575066897,0.07310113490636569,0.7950527075869446,1.0
ketat,0.04405527707675482,0.025581330854062487,0.9303633920691827,1.0
ketatnya,0.13171931147549917,0.07490141562212924,0.7933792729023715,1.0
ketelitian,0.12722876336082356,0.7457021236136864,0.1270691130254902,1.0000000000000002
ketentuan,0.09174382308442258,0.8157452906530074,0.09251088626257004,1.0
ketepatan,0.21365413133453653,0.7718636710145338,0.01448219765092963,0.9999999999999999
keterampilan,0.5339011102713983,0.315820029865306,0.15027885986329567,1.0
keterangan,0.060728241569371025,0.8767545973257016,0.06251716110492746,1.0000000000000002
keterbatasan,0.07471584552764363,0.42103140902609815,0.5042527454462582,1.0
keterbatasannya,0.18718775172642144,0.6241690153869813,0.18864323288659726,1.0
ketercapaian,0.12313842782060282,0.7527656796629485,0.12409589251644887,1.0000000000000002
ketergantungan,0.12313842630565106,0.7527656827127305,0.12409589098161854,1.0
keterkaitan,0.2264952707776242,0.5884546607146363,0.18505006850773945,0.9999999999999999
keterlambatan,0.7143984170365211,0.25677379205155904,0.028827790911919858,1.0
keterlibatan,0.5801457944341966,0.3224114418725102,0.0974427636932933,1.0
keterpaduan,0.13156005747523167,0.07332444315288025,0.7951154993718881,1.0
ketersediaan,0.010606221912796785,0.4416861953782959,0.5477075827089074,1.0
ketersediaannya,0.18718775234510057,0.6241690141475877,0.18864323350731171,1.0
ketertarikan,0.9276660820829777,0.017063737752296568,0.05527018016472565,0.9999999999999999
ketetanggaan,0.1336488027954349,0.09400788636930472,0.7723433108352604,1.0
ketidak,0.457284274824861,0.4659090806531325,0.07680664452200651,1.0
ketidakastian,0.7932816514470257,0.0734767092076403,0.1332416393453341,1.0
ketidakkonsistenan,0.7932816519582091,0.07347670908467542,0.13324163895711547,1.0
ketidakmampuan,0.18718775404256896,0.6241690107302401,0.18864323522719093,1.0
ketidaknormalan,0.07910595725363852,0.04396253464094959,0.8769315081054119,1.0
ketidaknyamanan,0.7932816519582091,0.07347670908467542,0.13324163895711547,1.0
ketidakpastian,0.6235017443159031,0.3464188860162744,0.030079369667822455,0.9999999999999999
ketidakpercayaan,0.7930926074614909,0.07364847339976172,0.13325891913874743,1.0
ketidakpuasan,0.12390482121364059,0.751208147168838,0.1248870316175214,1.0
ketidaktepatan,0.1316944729036191,0.0746554649966403,0.7936500620997405,1.0
ketiga,0.16756511287287665,0.005440986864612254,0.8269939002625112,1.0
ketiganya,0.07910595743315534,0.043962534698248436,0.8769315078685962,1.0
ketinggalan,0.09785113680598173,0.3212078897390656,0.5809409734549525,0.9999999999999999
ketinggian,0.13157253526980725,0.07344800223396342,0.7949794624962294,1.0
ketrampilan,0.15237238585975194,0.1128564900434198,0.7347711240968282,1.0
ketua,0.18718775304541246,0.6241690127260536,0.18864323422853396,1.0
ketuntasan,0.7932816516505236,0.07347670915853793,0.13324163919093837,0.9999999999999998
keuangan,0.008943651595508056,0.9091337378301383,0.08192261057435354,0.9999999999999999
keuangannya,0.13324146021352146,0.08997420647645088,0.7767843333100276,1.0
keunggulan,0.3151445861058432,0.339440351816811,0.34541506207734585,1.0
keunggulannya,0.47676270699913165,0.04587044702287388,0.47736684597799456,1.0
keunikan,0.7144441575515595,0.2129624632883088,0.07259337916013162,1.0
keuntungan,0.013859629072967457,0.44929002405460466,0.5368503468724278,1.0
kewajiban,0.09172067663605067,0.8152292975855129,0.09305002577843646,1.0
kewaspadaan,0.1931343021358853,0.618766022334005,0.18809967553010967,1.0
kewenangan,0.09174603311814072,0.8157945611105876,0.09245940577127178,1.0
key,0.1650799201968409,0.32227820015853115,0.5126418796446279,1.0
keyboard,0.03812724137698956,0.02004111042785019,0.9418316481951603,1.0
keylogg,0.910979227717282,0.03164186173871464,0.05737891054400329,1.0
keypoint,0.014714738048991764,0.008164408304203652,0.9771208536468047,1.0
keyword,0.015271583335326223,0.8895289952754756,0.09519942138919811,0.9999999999999999
kfold,0.9670108169776236,0.01177792169265855,0.021211261329717863,1.0
kg,0.06074943067476482,0.8774894897118657,0.061761079613369546,1.0
kh,0.18718775253609923,0.6241690137561487,0.188643233707752,1.0
kha,0.3472809252274958,0.11879714910402925,0.5339219256684749,0.9999999999999999
khalayak,0.07931241828400476,0.04396260522464684,0.8767249764913484,1.0
khusu,0.3864749484173462,0.07808187017966584,0.535443181402988,1.0
khusunya,0.5801457721271733,0.32241146296287926,0.09744276490994733,0.9999999999999999
khususkan,0.18718775240976263,0.6241690140109434,0.18864323357929402,1.0
ki,0.13239099428186213,0.08155261316696535,0.7860563925511725,1.0
kia,0.18718775213294,0.6241690145713557,0.18864323329570432,1.0
kian,0.8755509453281173,0.044234617170722135,0.08021443750116054,0.9999999999999999
kiid,0.13171206049716597,0.0748296084083946,0.7934583310944394,1.0
kill,0.874608624065992,0.04423429536748603,0.08115708056652196,1.0
kimia,0.709463914160713,0.2615970452277446,0.028939040611542403,1.0
kindom,0.1323339594228346,0.07310141197281064,0.7945646286043547,1.0
kinect,0.017317009236464845,0.009597018853865654,0.9730859719096696,1.0
kinectwrapp,0.13358544116163568,0.07310212280459849,0.7933124360337659,1.0
kinerja,0.03567022691446245,0.3889768050425782,0.5753529680429594,1.0
kinerjanya,0.03295152609231719,0.7237687415804416,0.24327973232724118,1.0
kinestik,0.193752954824978,0.6182039183201665,0.18804312685485547,1.0
kingdom,0.07952147402714228,0.04396267667042257,0.8765158493024351,1.0
kip,0.09174603286113436,0.8157945616308987,0.09245940550796686,0.9999999999999999
kipa,0.18718775185364553,0.624169015130185,0.18864323301616964,1.0000000000000002
kiper,0.13210868409050705,0.07875711040923039,0.7891342055002626,1.0
kir,0.07310814910485838,0.853215248280879,0.07367660261426269,1.0000000000000002
kiri,0.08246214736043381,0.044071562408133154,0.8734662902314331,1.0
kirim,0.13184201132178663,0.07611642328423004,0.7920415653939833,1.0
kisaran,0.4758386725004136,0.04428878179662872,0.47987254570295756,0.9999999999999999
kit,0.0791835245774054,0.0442819985703416,0.876534476852253,1.0
kitab,0.09503621255425476,0.8126452701550816,0.09231851729066373,1.0
kitemset,0.1871877521455276,0.6241690145417707,0.18864323331270164,0.9999999999999999
kitkat,0.19324967724378123,0.6186611933753756,0.18808912938084318,1.0
kivi,0.09062302623510902,0.044028392726442774,0.8653485810384483,1.0
kk,0.07969297250933494,0.05341185659289356,0.8668951708977716,1.0
kkm,0.058902767809053506,0.03164226560864798,0.9094549665822986,1.0
kkn,0.8904363674538328,0.09782232000878774,0.011741312537379492,1.0
klampi,0.7932816520181039,0.07347670907026703,0.13324163891162924,1.0000000000000002
klarifikasi,0.18718775251042144,0.6241690138052282,0.1886432336843504,1.0
klasifikasi,0.4660424276819585,0.1388227008807848,0.3951348714372567,1.0
klasifikasikan,0.7884002860616196,0.07347393788838091,0.1381257760499994,1.0
klasifikasinaã,0.1914115794335295,0.6196048093643055,0.18898361120216509,1.0
klasifikasinya,0.379361566580442,0.024525300854617765,0.5961131325649403,1.0
klasifikasitujuan,0.2015606754125821,0.6111098814678583,0.18732944311955962,1.0
klasik,0.09632883032583421,0.32120398271708706,0.5824671869570788,1.0
klaster,0.0625045452851423,0.876307514000564,0.06118794071429366,0.9999999999999999
klasterisasi,0.03298078897545547,0.9338152718459553,0.03320393917858912,0.9999999999999998
klb,0.7925399796696634,0.07415058654545648,0.13330943378488008,1.0
klien,0.07671311174551651,0.4639614161914291,0.4593254720630544,1.0
klini,0.793281652007151,0.07347670907280968,0.13324163892003946,1.0
klinik,0.1272278610569776,0.7457084990225041,0.12706363992051836,1.0
klub,0.07310814899340082,0.85321524850565,0.07367660250094932,1.0
kluster,0.09394220586225753,0.8132182129971641,0.09283958114057836,1.0
km,0.12313842637195312,0.7527656825802888,0.12409589104775809,1.0
kmean,0.15022603592746686,0.7641344443872603,0.08563951968527286,1.0
kmedoid,0.061870903353083054,0.8763665765959533,0.06176252005096358,1.0
kmode,0.1231384263982171,0.7527656825274738,0.12409589107430911,1.0
knearest,0.5735570279364036,0.4141358924525969,0.012307079610999512,1.0
knn,0.7111622220763942,0.2763483846320075,0.012489393291598271,1.0
knnk,0.7911609800312063,0.07540353503683822,0.13343548493195548,1.0
knowledg,0.062209448760731735,0.8761715633049704,0.06161898793429798,1.0
knowledgepmbok,0.12311369446474572,0.7523675656579965,0.1245187398772579,1.0
kode,0.5046349984508381,0.32288959355428415,0.17247540799487757,0.9999999999999999
kodekod,0.18718775236335633,0.6241690141068863,0.18864323352975737,1.0
koefisien,0.18718775248684705,0.6241690138576557,0.18864323365549734,1.0
kognitif,0.9670637150958004,0.01174723357541546,0.021189051328784188,1.0
kohonen,0.8754385344476395,0.04434047205234133,0.08022099350001907,1.0
kokop,0.7932816520181039,0.07347670907026703,0.13324163891162924,1.0000000000000002
kolaborasi,0.8755509452979342,0.04423461717798433,0.08021443752408144,1.0
kolaboratif,0.1916063544405822,0.6191691568076655,0.1892244887517522,0.9999999999999999
kolbâ,0.07868425546621974,0.8478277819689247,0.07348796256485562,1.0
koleksi,0.03283807887764241,0.10919496399851066,0.8579669571238469,0.9999999999999999
kolektif,0.12313842660660103,0.7527656821119489,0.12409589128145002,1.0
kolom,0.06292305827345761,0.17277948972831988,0.7642974519982225,1.0
kom,0.07916510000694967,0.04491456280490694,0.8759203371881434,1.0
kombinasi,0.007222336433300978,0.433963490251074,0.5588141733156251,1.0
kombinasikombinasi,0.18718775316423458,0.6241690124901073,0.18864323434565805,1.0
komentar,0.8277874485758685,0.020144271755806846,0.15206827966832473,1.0
komersi,0.5870909513605809,0.34166087366673237,0.07124817497268676,1.0
komitmen,0.18718775357593156,0.6241690116626393,0.18864323476142908,0.9999999999999999
komod,0.12759959681212546,0.7459355472529581,0.12646485593491646,1.0
komodita,0.48035611936804495,0.4822100138116058,0.03743386682034935,1.0
kompa,0.07910595725380605,0.04396253464123553,0.8769315081049585,1.0
komparasi,0.13153748825033107,0.07310095955664835,0.7953615521930206,1.0
kompensasi,0.4684789448397021,0.05138805033275824,0.48013300482753957,1.0
komperehensif,0.18711303756750808,0.623429165984025,0.1894577964484671,1.0000000000000002
kompetensi,0.5092925708346616,0.4675855612646613,0.02312186790067707,1.0
kompetensinya,0.7932078445484296,0.0735437698289401,0.13324838562263033,1.0
kompetisi,0.03521697418941891,0.6464712918332838,0.31831173397729734,1.0
kompetisibanyak,0.13227547440304888,0.08040868299212336,0.7873158426048278,1.0
kompetitif,0.07912277278432239,0.04423321252013088,0.8766440146955468,1.0
komplek,0.15273603270296188,0.31989842441946176,0.5273655428775765,1.0000000000000002
komplekdalam,0.18718775205346858,0.624169014724772,0.18864323322175935,1.0
kompleksita,0.028916536914815726,0.09372919881811771,0.8773542642670666,1.0
komplikasi,0.15108279509844386,0.011610630828898856,0.8373065740726573,1.0
komponen,0.5252828720406849,0.17039439692452357,0.30432273103479146,0.9999999999999999
komponenkomponen,0.1315374883593981,0.07310095959145904,0.7953615520491429,1.0
komposisi,0.6225461410210542,0.033440399521106584,0.3440134594578393,1.0
komprehensif,0.1871877530856722,0.624169012649086,0.1886432342652418,1.0
kompresi,0.023809165866170226,0.03881246155550823,0.9373783725783215,0.9999999999999999
kompromisno,0.18716136066702097,0.6239076676682812,0.18893097166469788,1.0
kompter,0.18718775229155563,0.6241690142451924,0.18864323346325196,1.0
komput,0.48202120966843615,0.2659196427903834,0.2520591475411806,1.0000000000000002
komputasi,0.4363538177860765,0.37510476072910115,0.1885414214848224,1.0
komputasinya,0.13246138588859518,0.08224964989768853,0.7852889642137164,1.0
komputasion,0.1869908923962895,0.622219634416157,0.19078947318755343,1.0
komputerisasi,0.05562716462235506,0.6817919178283895,0.2625809175492554,1.0
komulatif,0.5801457969580344,0.3224114389527492,0.0974427640892165,1.0000000000000002
komunikasi,0.39948452046136546,0.20513843185406141,0.39537704768457316,1.0
komunikasiterdapat,0.18718775181028807,0.624169015215876,0.18864323297383595,1.0
komunikatif,0.5801458028506984,0.32241143360836305,0.09744276354093845,1.0
komunita,0.04032917677330317,0.9187825866683779,0.04088823655831894,1.0
konang,0.34064081907052063,0.033464211769967854,0.6258949691595115,1.0
kondisi,0.22276217757865427,0.6133580978137485,0.16387972460759725,1.0
konduktif,0.793281651649378,0.07347670915793106,0.133241639192691,1.0
konekasi,0.138414929620502,0.07371383267920893,0.787871237700289,1.0
koneksi,0.38919635328061414,0.5907538602043146,0.02004978651507108,0.9999999999999998
konfigurasi,0.12534784058065235,0.7836316201832969,0.09102053923605083,1.0
konfirmatori,0.793281652085545,0.07347670905378448,0.13324163886067067,1.0000000000000002
konflik,0.08875470876097857,0.02489839123052764,0.8863469000084938,1.0
kongesti,0.18718775234131924,0.62416901414621,0.18864323351247086,1.0
koni,0.12313842621402453,0.7527656829016277,0.12409589088434775,1.0
konklusi,0.7932816512477868,0.07347670925562892,0.1332416394965843,1.0
konkret,0.18718775181028807,0.624169015215876,0.18864323297383595,1.0
kons,0.7869105706220356,0.07926541937065892,0.13382401000730537,0.9999999999999999
konsel,0.176940843735785,0.794649966035555,0.028409190228659946,1.0
konselor,0.7869105706220356,0.07926541937065892,0.13382401000730537,0.9999999999999999
konsentrasi,0.9582400735236786,0.014834905786694554,0.02692502068962688,1.0
konsep,0.2325236922065831,0.5389339729605297,0.22854233483288722,1.0
konsepnya,0.13246138588859518,0.08224964989768853,0.7852889642137164,1.0
konseptu,0.7135389368559258,0.07354556420637601,0.21291549893769815,1.0
konseptualisasi,0.18718775201741578,0.6241690148018009,0.18864323318078344,1.0
konservasi,0.13153748882259356,0.07310095973997184,0.7953615514374347,1.0
konsisten,0.07310330986332986,0.8530774046148311,0.07381928552183915,1.0
konsistenan,0.7932816515555028,0.07347670918120837,0.13324163926328877,1.0
konsistennya,0.193752954824978,0.6182039183201665,0.18804312685485547,1.0
konsistensi,0.12307504576331771,0.7517454253782041,0.12517952885847816,1.0
konsistensin,0.1871877519146419,0.6241690150068538,0.1886432330785044,1.0
konstan,0.12313842657111812,0.7527656821803791,0.12409589124850277,0.9999999999999999
konstanta,0.8755509449588135,0.04423461725882169,0.08021443778236483,1.0
konstruksi,0.1871877527681442,0.6241690132845739,0.18864323394728189,1.0
konsuil,0.13188630735482595,0.07655504660723365,0.7915586460379403,1.0
konsultasi,0.9629530543547598,0.013190306143330508,0.023856639501909634,0.9999999999999999
konsultasikan,0.1368114216137143,0.07755283411763636,0.7856357442686495,1.0
konsumen,0.01016874351066269,0.7858924532623981,0.2039388032269392,1.0
konsumenakantetapi,0.18718775276939106,0.6241690132842657,0.18864323394634328,1.0
konsumenpelanggan,0.18718775225197662,0.624169014327418,0.18864323342060535,1.0
konsumsi,0.18718775446496325,0.6241690098756698,0.18864323565936691,1.0
kont,0.13822167763643756,0.07331640502733704,0.7884619173362254,1.0
kontak,0.7932816516329811,0.07347670916321343,0.13324163920380558,1.0000000000000002
kontek,0.3437787957429324,0.6107825646996233,0.04543863955744432,1.0000000000000002
konten,0.4848885175724924,0.28471175166681073,0.23039973076069678,0.9999999999999999
kontendokumen,0.19373778074957246,0.6182177059912274,0.18804451325920016,1.0
kontenkonten,0.14874134195900118,0.0731107294375109,0.778147928603488,1.0
kontinuita,0.7902025703423703,0.07627433723271991,0.1335230924249097,0.9999999999999999
kontra,0.01349888798590692,0.1573986339020146,0.8291024781120785,1.0
kontraindikasi,0.1368114216137143,0.07755283411763636,0.7856357442686495,1.0
kontrak,0.18718775218670558,0.6241690144599221,0.18864323335337232,1.0
kontrasepsi,0.06076412941823864,0.8779992687691281,0.06123660181263315,0.9999999999999999
kontribusi,0.394173903330051,0.15345132301106917,0.45237477365887996,1.0
kontrol,0.7839042997837521,0.03258583763516945,0.1835098625810784,0.9999999999999999
kontur,0.07912173341442909,0.043962540059284745,0.8769157265262861,1.0
konveksi,0.7930420787325577,0.07369438337005299,0.13326353789738934,1.0
konvension,0.5999115761483188,0.276920323502728,0.12316810034895308,0.9999999999999999
konvensionalmanu,0.18718775248373287,0.6241690138616947,0.18864323365457256,1.0
konvergensi,0.1231384263997522,0.7527656825238498,0.12409589107639801,1.0
konversi,0.5289759618661724,0.00894190980749366,0.46208212832633394,1.0
konvolusi,0.009160432534121854,0.004899926377104452,0.9859396410887737,1.0
koordin,0.04874289714034623,0.763036952995546,0.18822014986410784,1.0
koordinat,0.457307411885916,0.018494345536965433,0.5241982425771186,1.0
koperasi,0.005967918606275366,0.16016931493755573,0.8338627664561689,1.0
koperasikoperasi,0.13190146989455548,0.07670519332609822,0.7913933367793462,0.9999999999999999
koreksi,0.8754170886613563,0.0442345715050603,0.08034833983358344,1.0
